,id,CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade,CNPJ
2496,33,602,Por outros meios,por emissao,2019-03-28,3.0,Real,Por evento,4902979
2497,34,603,"Cópias de microfilmes, microfichas ou assemelhados",por emissao,2000-11-01,10.0,Real,Por evento,4902979
2498,35,701,Entrada por borderô (listagem de titulos),por titulo,2013-09-16,10.0,Real,Por evento,4902979
2499,36,702,Entrada por meio magnético,por titulo,2019-03-28,5.5,Real,Por evento,4902979
2500,37,703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,2015-07-10,6.0,Real,Por evento,4902979
2501,38,704,Manutenção de título vencido,por titulo,2017-06-30,5.9,Real,A cada 30 dias,4902979
2502,39,705,Envio para protesto,por titulo,2017-06-30,9.0,Real,Por evento,4902979
2503,40,706,Sustação de protesto,por titulo,2018-09-22,9.0,Real,Por evento,4902979
2504,41,707,Devolução de título,por titulo,2015-07-10,6.5,Real,Por evento,4902979
2505,42,801,Abertura de crédito,por operacao,2003-06-02,2.0,Percentual,Por evento,4902979
2506,43,802,Renegociação de dívida,por operacao,2007-11-18,1.0,Percentual,Por evento,4902979
2507,44,803,Substituição de garantia,por operacao,2007-11-18,1.0,Percentual,Por evento,4902979
2508,45,804,Custódia de cheque pré-datado,por operacao,2015-07-10,0.6,Real,Por evento,4902979
2509,46,805,Rescisão Contratual (Quitação Antecipada),por operacao,2005-05-14,0.0,Real,Por evento,4902979
2510,47,901,Segunda via de documento,por copia,2016-06-06,6.0,Real,Por evento,4902979
2511,48,902,Ressarcimento de despesas-telefonema,por chamada,2002-05-02,8.0,Real,Por evento,4902979
2512,49,903,Ressarcimento de despesas-fax,por folha,2002-05-02,8.0,Real,Por evento,4902979
2513,50,904,Envelopamento de documentos,por envelope,1996-07-25,0.0,Real,Por evento,4902979
2514,51,905,Pagamento de funcionários via relação,por funcionario,2005-01-23,3.0,Real,Por evento,4902979
2515,52,906,Pagamento de funcionários via meio magnético,por funcionario,1997-12-01,2.0,Real,Por evento,4902979
2516,53,1001,Exportação: Edição de Contrato de Câmbio,por operacao,2017-11-16,270.0,Real,Por evento,4902979
2517,54,1003,Exportação: Liquidação com Ordem de Pagamento,por operacao,2009-12-28,0.0,Real,Por evento,4902979
2518,55,1004,Exportação: Conferência de Documentos,por operacao,2010-01-25,100.0,Real,Por evento,4902979
2519,56,1005,Exportação: Câmbio Simplicado (todas as despesas do cliente no Banco),por operacao,2018-09-23,90.0,Real,Por evento,4902979
2520,57,1006,Importação: Edição de Contrato de Câmbio,por operacao,2017-11-16,270.0,Real,Por evento,4902979
2521,58,1007,Importação: Emissão de Ordem de Pagamento,por operacao,2007-11-18,100.0,Real,Por evento,4902979
2522,59,1009,Importação: Câmbio Simplificado(Todas as despesas do cliente no Banco),por operacao,2018-09-23,90.0,Real,Por evento,4902979
2523,60,1010,Financeiro -Ingresso de Recursos: Edição de Contrato de Câmbio,por operacao,2007-11-18,100.0,Real,Por evento,4902979
2524,61,1012,Financeiro -Ingresso de Recursos: Liquidação com Ordem de pagamento,por operacao,2009-12-28,0.0,Real,Por evento,4902979
2525,62,1016,Financeiro -Remessa de Recursos: Edição de Contrato de Câmbio,por operacao,2010-01-25,100.0,Real,Por evento,4902979
2526,63,1018,Financeiro - Remessa de Recursos: Emissão de Ordem de Pagamento,por operacao,2009-12-28,0.0,Real,Por evento,4902979
2527,0,101,Confecção de ficha cadastral,por cliente,2017-08-17,200.0,Real,Por evento,33042151
2528,1,102,Renovação de ficha cadastral,por cliente,2017-08-17,200.0,Real,A cada 360 dias,33042151
2529,2,103,Consultas a serviços de proteção ao crédito,por consulta,1996-07-25,0.0,Real,Por evento,33042151
2530,3,301,Talão-10 folhas,por talao,2017-08-17,10.0,Real,Por evento,33042151
2531,4,302,Talão-20 folhas (segundo talão no mês),por talao,2017-08-17,20.0,Real,Por evento,33042151
2532,5,303,Cheque administrativo,por cheque,2015-01-08,30.0,Real,Por evento,33042151
2533,6,304,Cheque avulso,por cheque,2017-08-17,15.0,Real,Por evento,33042151
2534,7,305,Cheque devolvido por insuficiência de fundos,por cheque,2014-03-11,30.0,Real,Por evento,33042151
2535,8,306,Oposição/sustação de pagamento de cheque,por cheque,2014-03-11,30.0,Real,Por evento,33042151
2536,9,308,Inclusão no Cadastro de Cheques sem Fundo,por cheque,2015-01-08,40.0,Real,Por evento,33042151
2537,10,309,Exclusão do Cadastro de Cheques sem Fundo,por cheque,2017-08-17,100.0,Real,Por evento,33042151
2538,11,310,Cobrança de cheque por compensação,por cheque,1996-07-25,0.0,Real,Por evento,33042151
2539,12,311,Cheque TB (Transferência Bancária sem CPMF),por cheque,1996-07-25,0.0,Real,Por evento,33042151
2540,13,312,"Cheque Administrativo com vl.igual ou superior a R$5.000,00 (vl.fx.+%)",por cheque,2009-12-14,0.0,Real,Por evento,33042151
2541,14,313,"Cobrança de Cheque por compensação com Vl. = ou > R$ 5.000,00(Vl.fx+%)",por cheque,2004-08-01,10.0,Real,Por evento,33042151
2542,15,314,"Cheque TB com valor igual ou superior R$ 5.000,00 (vl.fixo + %)",por cheque,2004-08-01,10.0,Real,Por evento,33042151
2543,16,401,Abertura de conta,por conta,2004-07-01,30.0,Real,Por evento,33042151
2544,17,402,Manutenção de conta ativa,por conta,2017-08-17,30.0,Real,A cada 30 dias,33042151
2545,18,403,Manutenção de conta inativa,por conta,2014-03-11,100.0,Real,A cada 180 dias,33042151
2546,19,404,"Adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2005-04-15,15.0,Percentual,Por evento,33042151
2547,20,405,Concessão de cheque especial/conta garantida,por conta,2017-08-17,30.0,Real,Por evento,33042151
2548,21,406,Renovação de cheque especial/conta garantida,por conta,2017-08-17,60.0,Real,A cada 120 dias,33042151
2549,22,407,Débito autorizado em conta-corrente,por operacao,2017-08-17,10.0,Real,Por evento,33042151
2550,23,505,Depósito em outra agência,por operacao,1996-07-25,0.0,Real,Por evento,33042151
2551,24,506,Transferência Eletrônica Disponível - TED,por operacao,2017-08-17,20.0,Real,Por evento,33042151
2552,25,603,"Cópias de microfilmes, microfichas ou assemelhados",por emissao,2017-08-17,10.0,Real,Por evento,33042151
2553,26,701,Entrada por borderô (listagem de titulos),por titulo,2017-08-17,10.0,Real,Por evento,33042151
2554,27,702,Entrada por meio magnético,por titulo,2017-08-17,10.0,Real,Por evento,33042151
2555,28,703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,2017-08-17,10.0,Real,Por evento,33042151
2556,29,704,Manutenção de título vencido,por titulo,2004-07-01,0.0,Real,A cada 0 dias,33042151
2557,30,705,Envio para protesto,por titulo,2017-08-17,10.0,Real,Por evento,33042151
2558,31,706,Sustação de protesto,por titulo,2017-08-17,10.0,Real,Por evento,33042151
2559,32,707,Devolução de título,por titulo,2017-08-17,10.0,Real,Por evento,33042151
2560,33,801,Abertura de crédito,por operacao,2004-07-01,0.0,Real,Por evento,33042151
2561,34,802,Renegociação de dívida,por operacao,2004-07-01,0.0,Real,Por evento,33042151
2562,35,803,Substituição de garantia,por operacao,2004-07-01,0.0,Real,Por evento,33042151
2563,36,804,Custódia de cheque pré-datado,por operacao,2015-01-08,0.0,Real,Por evento,33042151
2564,37,805,Rescisão Contratual (Quitação Antecipada),por operacao,2005-04-15,200.0,Real,Por evento,33042151
2565,38,901,Segunda via de documento,por copia,2017-09-17,10.0,Real,Por evento,33042151
2566,39,1001,Exportação: Edição de Contrato de Câmbio,por operacao,2017-11-10,96.0,Real,Por evento,33042151
2567,40,1003,Exportação: Liquidação com Ordem de Pagamento,por operacao,2017-11-10,0.12,Percentual,Por evento,33042151
2568,41,1004,Exportação: Conferência de Documentos,por operacao,2017-11-10,0.12,Percentual,Por evento,33042151
2569,42,1005,Exportação: Câmbio Simplicado (todas as despesas do cliente no Banco),por operacao,2017-11-10,0.0,Real,Por evento,33042151
2570,43,1006,Importação: Edição de Contrato de Câmbio,por operacao,2017-11-10,96.0,Real,Por evento,33042151
2571,44,1007,Importação: Emissão de Ordem de Pagamento,por operacao,2017-11-10,0.2,Percentual,Por evento,33042151
2572,45,1008,Importação: Demais Tarifas (Não incluem despesas no Exteior),por operacao,2017-11-10,160.0,Real,Por evento,33042151
2573,46,1009,Importação: Câmbio Simplificado(Todas as despesas do cliente no Banco),por operacao,2017-11-10,0.0,Real,Por evento,33042151
2574,47,1010,Financeiro -Ingresso de Recursos: Edição de Contrato de Câmbio,por operacao,2017-11-10,96.0,Real,Por evento,33042151
2575,48,1012,Financeiro -Ingresso de Recursos: Liquidação com Ordem de pagamento,por operacao,2017-11-10,0.3,Percentual,Por evento,33042151
2576,49,1013,Financeiro - Ingresso de Recursos: Confecção de ROF,por operacao,2004-07-01,500.0,Real,Por evento,33042151
2577,50,1014,Financeiro - Ingresso de Recursos : Confecção de esquema de ROF,por operacao,2004-07-01,500.0,Real,Por evento,33042151
2578,51,1016,Financeiro -Remessa de Recursos: Edição de Contrato de Câmbio,por operacao,2017-11-10,96.0,Real,Por evento,33042151
2579,52,1018,Financeiro - Remessa de Recursos: Emissão de Ordem de Pagamento,por operacao,2017-11-10,0.3,Percentual,Por evento,33042151
2580,53,1019,Financeiro - Remessa de Recursos: Alteração de ROF,por operacao,2009-12-24,250.0,Real,Por evento,33042151
2581,0,101,Confecção de ficha cadastral,por cliente,2011-07-18,1500.0,Real,Por evento,5040481
2582,1,102,Renovação de ficha cadastral,por cliente,2011-07-18,1500.0,Real,A cada 180 dias,5040481
2583,2,103,Consultas a serviços de proteção ao crédito,por consulta,2008-06-01,0.0,Real,Por evento,5040481
2584,3,704,Manutenção de título vencido,por titulo,2009-04-05,50.0,Real,A cada 30 dias,5040481
2585,4,705,Envio para protesto,por titulo,2008-06-01,0.0,Real,Por evento,5040481
2586,5,706,Sustação de protesto,por titulo,2008-06-01,0.0,Real,Por evento,5040481
2587,6,707,Devolução de título,por titulo,2008-06-01,0.0,Real,Por evento,5040481
2588,7,801,Abertura de crédito,por operacao,2018-12-12,3.0,Percentual,Por evento,5040481
2589,8,802,Renegociação de dívida,por operacao,2011-07-18,800.0,Real,Por evento,5040481
2590,9,803,Substituição de garantia,por operacao,2015-01-02,3000.0,Real,Por evento,5040481
2591,10,804,Custódia de cheque pré-datado,por operacao,2007-08-11,50.0,Real,Por evento,5040481
2592,11,805,Rescisão Contratual (Quitação Antecipada),por operacao,2008-06-01,0.0,Real,Por evento,5040481
2593,12,901,Segunda via de documento,por copia,2011-07-18,200.0,Real,Por evento,5040481
2594,13,902,Ressarcimento de despesas-telefonema,por chamada,2008-06-01,0.0,Real,Por evento,5040481
2595,14,903,Ressarcimento de despesas-fax,por folha,2008-06-01,0.0,Real,Por evento,5040481
2596,15,904,Envelopamento de documentos,por envelope,2008-06-01,0.0,Real,Por evento,5040481
2597,0,101,Confecção de ficha cadastral,por cliente,2021-11-01,4000.0,Real,Por evento,92874270
2598,1,102,Renovação de ficha cadastral,por cliente,2021-11-01,350.0,Real,A cada 180 dias,92874270
2599,2,103,Consultas a serviços de proteção ao crédito,por consulta,1996-07-25,0.0,Real,Por evento,92874270
2600,3,206,Cartão multiplo-internacional-anuidade do contrato,por cartao,2017-09-10,650.0,Real,A cada 365 dias,92874270
2601,4,207,Cartão multiplo-internacional-confecção do cartão,por cartao,2021-11-01,20.0,Real,Por evento,92874270
2602,5,210,Cartão multiplo adicional-intern.-anuidade do contrato,por cartao,2017-09-10,650.0,Real,A cada 365 dias,92874270
2603,6,211,Cartão multiplo adicional-Intern.-confecção do cartão,por cartao,2021-11-01,20.0,Real,Por evento,92874270
2604,7,303,Cheque administrativo,por cheque,2008-04-30,10.0,Real,Por evento,92874270
2605,8,304,Cheque avulso,por cheque,2008-04-30,10.0,Real,Por evento,92874270
2606,9,305,Cheque devolvido por insuficiência de fundos,por cheque,2017-08-26,10.0,Real,Por evento,92874270
2607,10,306,Oposição/sustação de pagamento de cheque,por cheque,2017-08-26,11.0,Real,Por evento,92874270
2608,11,309,Exclusão do Cadastro de Cheques sem Fundo,por cheque,2017-08-26,50.0,Real,Por evento,92874270
2609,12,312,"Cheque Administrativo com vl.igual ou superior a R$5.000,00 (vl.fx.+%)",por cheque,2009-11-27,0.0,Real,Por evento,92874270
2610,13,313,"Cobrança de Cheque por compensação com Vl. = ou > R$ 5.000,00(Vl.fx+%)",por cheque,2009-11-27,0.0,Real,Por evento,92874270
2611,14,314,"Cheque TB com valor igual ou superior R$ 5.000,00 (vl.fixo + %)",por cheque,2009-11-27,0.0,Real,Por evento,92874270
2612,15,401,Abertura de conta,por conta,1996-07-25,0.0,Real,Por evento,92874270
2613,16,402,Manutenção de conta ativa,por conta,2019-11-07,178.13,Real,A cada 30 dias,92874270
2614,17,403,Manutenção de conta inativa,por conta,1996-07-25,0.0,Real,A cada 0 dias,92874270
2615,18,404,"Adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2009-11-27,0.0,Real,Por evento,92874270
2616,19,405,Concessão de cheque especial/conta garantida,por conta,2021-11-01,0.0,Real,Por evento,92874270
2617,20,406,Renovação de cheque especial/conta garantida,por conta,2021-11-01,0.0,Real,A cada 0 dias,92874270
2618,21,407,Débito autorizado em conta-corrente,por operacao,1996-07-25,0.0,Real,Por evento,92874270
2619,22,502,Emissão de DOC C,por operacao,2021-11-01,15.0,Real,Por evento,92874270
2620,23,503,Emissão de DOC D,por operacao,2021-11-01,15.0,Real,Por evento,92874270
2621,24,504,Ordem de Pagamento,por operacao,2021-11-01,30.0,Real,Por evento,92874270
2622,25,506,Transferência Eletrônica Disponível - TED,por operacao,2021-11-01,15.0,Real,Por evento,92874270
2623,26,602,Por outros meios,por emissao,2020-01-29,0.0,Real,Por evento,92874270
2624,27,701,Entrada por borderô (listagem de titulos),por titulo,2021-11-01,150.0,Real,Por evento,92874270
2625,28,703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,2019-08-01,4.9,Real,Por evento,92874270
2626,29,704,Manutenção de título vencido,por titulo,2021-11-01,10.0,Real,A cada 30 dias,92874270
2627,30,705,Envio para protesto,por titulo,2021-11-01,15.0,Real,Por evento,92874270
2628,31,706,Sustação de protesto,por titulo,2021-11-01,15.0,Real,Por evento,92874270
2629,32,707,Devolução de título,por titulo,1996-07-25,0.0,Real,Por evento,92874270
2630,33,801,Abertura de crédito,por operacao,2021-11-01,750.0,Real,Por evento,92874270
2631,34,802,Renegociação de dívida,por operacao,2021-11-01,750.0,Real,Por evento,92874270
2632,35,803,Substituição de garantia,por operacao,2021-11-01,750.0,Real,Por evento,92874270
2633,36,805,Rescisão Contratual (Quitação Antecipada),por operacao,2008-04-30,2500.0,Real,Por evento,92874270
2634,37,901,Segunda via de documento,por copia,2019-08-01,195.0,Real,Por evento,92874270
2635,38,902,Ressarcimento de despesas-telefonema,por chamada,1996-07-25,0.0,Real,Por evento,92874270
2636,39,903,Ressarcimento de despesas-fax,por folha,1996-07-25,0.0,Real,Por evento,92874270
2637,40,904,Envelopamento de documentos,por envelope,1996-07-25,0.0,Real,Por evento,92874270
2638,41,905,Pagamento de funcionários via relação,por funcionario,2009-11-27,0.0,Real,Por evento,92874270
2639,42,906,Pagamento de funcionários via meio magnético,por funcionario,2009-11-27,0.0,Real,Por evento,92874270
2640,0,801,Abertura de crédito,por operacao,2018-03-12,5000.0,Real,Por evento,27098060
2641,0,101,Confecção de ficha cadastral,por cliente,2018-09-01,45.0,Real,Por evento,13009717
2642,1,102,Renovação de ficha cadastral,por cliente,2018-09-01,45.0,Real,A cada 180 dias,13009717
2643,2,103,Consultas a serviços de proteção ao crédito,por consulta,2020-09-01,0.0,Real,Por evento,13009717
2644,3,201,"Comum, para débito, saque e consultas",por cartao,2022-03-01,10.0,Real,A cada 1440 dias,13009717
2645,4,203,"Débito, saque e garantia de cheque-confecção do cartão",por cartao,2018-09-01,9.0,Real,Por evento,13009717
2646,5,205,Cartão multiplo-nacional-confecção do cartão,por cartao,2022-03-01,10.0,Real,Por evento,13009717
2647,6,209,Cartão multiplo adicional-nacional-confecção do cartão,por cartao,2022-03-01,10.0,Real,Por evento,13009717
2648,7,301,Talão-10 folhas,por talao,2018-09-01,25.0,Real,Por evento,13009717
2649,8,302,Talão-20 folhas (segundo talão no mês),por talao,2018-09-01,50.0,Real,Por evento,13009717
2650,9,303,Cheque administrativo,por cheque,2018-03-01,30.0,Real,Por evento,13009717
2651,10,304,Cheque avulso,por cheque,2017-09-01,3.85,Real,Por evento,13009717
2652,11,305,Cheque devolvido por insuficiência de fundos,por cheque,2019-03-01,58.0,Real,Por evento,13009717
2653,12,306,Oposição/sustação de pagamento de cheque,por cheque,2017-09-14,15.0,Real,Por evento,13009717
2654,13,309,Exclusão do Cadastro de Cheques sem Fundo,por cheque,2017-09-14,60.0,Real,Por evento,13009717
2655,14,311,Cheque TB (Transferência Bancária sem CPMF),por cheque,2011-08-15,1.2,Real,Por evento,13009717
2656,15,312,"Cheque Administrativo com vl.igual ou superior a R$5.000,00 (vl.fx.+%)",por cheque,2018-09-01,30.0,Real,Por evento,13009717
2657,16,313,"Cobrança de Cheque por compensação com Vl. = ou > R$ 5.000,00(Vl.fx+%)",por cheque,2002-12-30,0.05,Percentual,Por evento,13009717
2658,17,314,"Cheque TB com valor igual ou superior R$ 5.000,00 (vl.fixo + %)",por cheque,2002-12-30,0.05,Percentual,Por evento,13009717
2659,18,401,Abertura de conta,por conta,1996-07-25,0.0,Real,Por evento,13009717
2660,19,402,Manutenção de conta ativa,por conta,2022-03-01,45.0,Real,A cada 30 dias,13009717
2661,20,403,Manutenção de conta inativa,por conta,2015-08-10,20.0,Real,A cada 30 dias,13009717
2662,21,404,"Adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2020-09-01,100.0,Real,Por evento,13009717
2663,22,405,Concessão de cheque especial/conta garantida,por conta,2010-02-14,400.0,Real,Por evento,13009717
2664,23,406,Renovação de cheque especial/conta garantida,por conta,2015-08-10,250.0,Real,A cada 180 dias,13009717
2665,24,407,Débito autorizado em conta-corrente,por operacao,2018-09-01,5.0,Real,Por evento,13009717
2666,25,501,Saque em caixa automática externa/banco 24 horas,por saque,2018-09-01,8.0,Real,Por evento,13009717
2667,26,502,Emissão de DOC C,por operacao,2020-03-01,20.0,Real,Por evento,13009717
2668,27,503,Emissão de DOC D,por operacao,2020-03-01,20.0,Real,Por evento,13009717
2669,28,504,Ordem de Pagamento,por operacao,2020-09-01,35.0,Real,Por evento,13009717
2670,29,505,Depósito em outra agência,por operacao,1996-07-25,0.0,Real,Por evento,13009717
2671,30,506,Transferência Eletrônica Disponível - TED,por operacao,2022-03-01,20.0,Real,Por evento,13009717
2672,31,601,Em terminal  eletrônico,por emissao,2018-09-01,6.0,Real,Por evento,13009717
2673,32,602,Por outros meios,por emissao,2020-03-01,6.0,Real,Por evento,13009717
2674,33,603,"Cópias de microfilmes, microfichas ou assemelhados",por emissao,2020-03-01,9.5,Real,Por evento,13009717
2675,34,701,Entrada por borderô (listagem de titulos),por titulo,1997-01-22,4.0,Real,Por evento,13009717
2676,35,702,Entrada por meio magnético,por titulo,1997-01-22,4.0,Real,Por evento,13009717
2677,36,703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,1997-01-22,2.5,Real,Por evento,13009717
2678,37,704,Manutenção de título vencido,por titulo,2019-03-01,6.0,Real,A cada 30 dias,13009717
2679,38,705,Envio para protesto,por titulo,2016-08-15,12.0,Real,Por evento,13009717
2680,39,706,Sustação de protesto,por titulo,2022-03-01,10.0,Real,Por evento,13009717
2681,40,801,Abertura de crédito,por operacao,2016-08-15,2000.0,Real,Por evento,13009717
2682,41,802,Renegociação de dívida,por operacao,2015-08-10,500.0,Real,Por evento,13009717
2683,42,803,Substituição de garantia,por operacao,2020-03-01,800.0,Real,Por evento,13009717
2684,43,804,Custódia de cheque pré-datado,por operacao,2017-09-01,5.0,Real,Por evento,13009717
2685,44,805,Rescisão Contratual (Quitação Antecipada),por operacao,2015-08-10,0.0,Real,Por evento,13009717
2686,45,901,Segunda via de documento,por copia,2017-09-01,15.0,Real,Por evento,13009717
2687,46,905,Pagamento de funcionários via relação,por funcionario,2020-09-01,3.5,Real,Por evento,13009717
2688,47,906,Pagamento de funcionários via meio magnético,por funcionario,2010-02-14,2.5,Real,Por evento,13009717
2689,0,101,Confecção de ficha cadastral,por cliente,2021-11-17,60.0,Real,Por evento,4913711
2690,1,102,Renovação de ficha cadastral,por cliente,2021-11-17,50.0,Real,A cada 180 dias,4913711
2691,2,201,"Comum, para débito, saque e consultas",por cartao,2020-12-03,20.0,Real,A cada 360 dias,4913711
2692,3,203,"Débito, saque e garantia de cheque-confecção do cartão",por cartao,2020-12-03,20.0,Real,Por evento,4913711
2693,4,301,Talão-10 folhas,por talao,2021-11-17,30.0,Real,Por evento,4913711
2694,5,302,Talão-20 folhas (segundo talão no mês),por talao,2021-11-17,60.0,Real,Por evento,4913711
2695,6,303,Cheque administrativo,por cheque,2021-11-17,0.4,Percentual,Por evento,4913711
2696,7,304,Cheque avulso,por cheque,2021-11-17,10.0,Real,Por evento,4913711
2697,8,305,Cheque devolvido por insuficiência de fundos,por cheque,2021-11-17,80.0,Real,Por evento,4913711
2698,9,306,Oposição/sustação de pagamento de cheque,por cheque,2021-11-17,30.0,Real,Por evento,4913711
2699,10,308,Inclusão no Cadastro de Cheques sem Fundo,por cheque,2021-11-17,40.0,Real,Por evento,4913711
2700,11,309,Exclusão do Cadastro de Cheques sem Fundo,por cheque,2020-01-03,62.0,Real,Por evento,4913711
2701,12,310,Cobrança de cheque por compensação,por cheque,2021-11-17,3.0,Real,Por evento,4913711
2702,13,312,"Cheque Administrativo com vl.igual ou superior a R$5.000,00 (vl.fx.+%)",por cheque,2021-11-17,0.2,Percentual,Por evento,4913711
2703,14,313,"Cobrança de Cheque por compensação com Vl. = ou > R$ 5.000,00(Vl.fx+%)",por cheque,2021-11-17,0.15,Percentual,Por evento,4913711
2704,15,401,Abertura de conta,por conta,2020-01-03,0.0,Real,Por evento,4913711
2705,16,402,Manutenção de conta ativa,por conta,2021-11-17,60.0,Real,A cada 30 dias,4913711
2706,17,403,Manutenção de conta inativa,por conta,2021-11-17,30.0,Real,A cada 30 dias,4913711
2707,18,404,"Adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2021-11-17,80.0,Real,Por evento,4913711
2708,19,405,Concessão de cheque especial/conta garantida,por conta,2013-09-03,3.0,Percentual,Por evento,4913711
2709,20,406,Renovação de cheque especial/conta garantida,por conta,2020-12-03,3.0,Percentual,A cada 360 dias,4913711
2710,21,501,Saque em caixa automática externa/banco 24 horas,por saque,2021-11-17,6.5,Real,Por evento,4913711
2711,22,502,Emissão de DOC C,por operacao,2021-11-17,22.0,Real,Por evento,4913711
2712,23,503,Emissão de DOC D,por operacao,2021-11-17,22.0,Real,Por evento,4913711
2713,24,504,Ordem de Pagamento,por operacao,2020-01-03,0.5,Percentual,Por evento,4913711
2714,25,505,Depósito em outra agência,por operacao,1996-07-25,0.0,Real,Por evento,4913711
2715,26,506,Transferência Eletrônica Disponível - TED,por operacao,2021-11-17,22.0,Real,Por evento,4913711
2716,27,601,Em terminal  eletrônico,por emissao,2020-12-03,4.0,Real,Por evento,4913711
2717,28,602,Por outros meios,por emissao,2020-12-03,21.0,Real,Por evento,4913711
2718,29,603,"Cópias de microfilmes, microfichas ou assemelhados",por emissao,2020-12-03,40.0,Real,Por evento,4913711
2719,30,703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,2020-12-03,10.0,Real,Por evento,4913711
2720,31,704,Manutenção de título vencido,por titulo,2013-09-03,5.0,Real,A cada 30 dias,4913711
2721,32,801,Abertura de crédito,por operacao,2013-09-03,4.7,Percentual,Por evento,4913711
2722,33,802,Renegociação de dívida,por operacao,2013-09-03,3.0,Percentual,Por evento,4913711
2723,34,901,Segunda via de documento,por copia,2020-12-03,60.0,Real,Por evento,4913711
2724,35,902,Ressarcimento de despesas-telefonema,por chamada,2020-12-03,20.0,Real,Por evento,4913711
2725,36,905,Pagamento de funcionários via relação,por funcionario,2021-11-17,3.0,Real,Por evento,4913711
2726,37,906,Pagamento de funcionários via meio magnético,por funcionario,2021-11-17,3.0,Real,Por evento,4913711
2727,38,1001,Exportação: Edição de Contrato de Câmbio,por operacao,2019-01-03,150.0,Real,Por evento,4913711
2728,39,1004,Exportação: Conferência de Documentos,por operacao,2018-01-02,150.0,Real,Por evento,4913711
2729,40,1005,Exportação: Câmbio Simplicado (todas as despesas do cliente no Banco),por operacao,2016-05-19,100.0,Real,Por evento,4913711
2730,41,1006,Importação: Edição de Contrato de Câmbio,por operacao,2020-01-03,150.0,Real,Por evento,4913711
2731,42,1009,Importação: Câmbio Simplificado(Todas as despesas do cliente no Banco),por operacao,2016-05-19,100.0,Real,Por evento,4913711
2732,43,1010,Financeiro -Ingresso de Recursos: Edição de Contrato de Câmbio,por operacao,2018-01-02,150.0,Real,Por evento,4913711
2733,44,1013,Financeiro - Ingresso de Recursos: Confecção de ROF,por operacao,2020-12-03,700.0,Real,Por evento,4913711
2734,45,1016,Financeiro -Remessa de Recursos: Edição de Contrato de Câmbio,por operacao,2018-01-02,150.0,Real,Por evento,4913711
2735,46,1019,Financeiro - Remessa de Recursos: Alteração de ROF,por operacao,2020-01-03,320.0,Real,Por evento,4913711
2736,0,101,Confecção de ficha cadastral,por cliente,2021-04-01,200.0,Real,Por evento,7237373
2737,1,102,Renovação de ficha cadastral,por cliente,2021-04-01,200.0,Real,A cada 360 dias,7237373
2738,2,103,Consultas a serviços de proteção ao crédito,por consulta,2018-03-01,30.0,Real,Por evento,7237373
2739,3,201,"Comum, para débito, saque e consultas",por cartao,2019-07-08,13.0,Real,A cada 360 dias,7237373
2740,4,202,"Débito, saque e garantia de cheque-anuidade do contrato",por cartao,2019-07-08,13.0,Real,A cada 360 dias,7237373
2741,5,203,"Débito, saque e garantia de cheque-confecção do cartão",por cartao,2019-07-08,13.0,Real,Por evento,7237373
2742,6,301,Talão-10 folhas,por talao,2019-07-08,18.0,Real,Por evento,7237373
2743,7,302,Talão-20 folhas (segundo talão no mês),por talao,2019-07-08,36.0,Real,Por evento,7237373
2744,8,303,Cheque administrativo,por cheque,2019-07-08,50.0,Real,Por evento,7237373
2745,9,304,Cheque avulso,por cheque,2019-07-08,4.0,Real,Por evento,7237373
2746,10,305,Cheque devolvido por insuficiência de fundos,por cheque,2021-09-06,72.0,Real,Por evento,7237373
2747,11,306,Oposição/sustação de pagamento de cheque,por cheque,2019-07-08,15.0,Real,Por evento,7237373
2748,12,308,Inclusão no Cadastro de Cheques sem Fundo,por cheque,1996-07-25,0.0,Real,Por evento,7237373
2749,13,309,Exclusão do Cadastro de Cheques sem Fundo,por cheque,2019-07-08,61.82,Real,Por evento,7237373
2750,14,310,Cobrança de cheque por compensação,por cheque,2021-04-01,2.6,Real,Por evento,7237373
2751,15,311,Cheque TB (Transferência Bancária sem CPMF),por cheque,2019-07-08,1.8,Real,Por evento,7237373
2752,16,312,"Cheque Administrativo com vl.igual ou superior a R$5.000,00 (vl.fx.+%)",por cheque,2019-07-08,0.12,Percentual,Por evento,7237373
2753,17,313,"Cobrança de Cheque por compensação com Vl. = ou > R$ 5.000,00(Vl.fx+%)",por cheque,2019-07-08,0.12,Percentual,Por evento,7237373
2754,18,314,"Cheque TB com valor igual ou superior R$ 5.000,00 (vl.fixo + %)",por cheque,2019-07-08,0.12,Percentual,Por evento,7237373
2755,19,401,Abertura de conta,por conta,2004-05-17,0.0,Real,Por evento,7237373
2756,20,402,Manutenção de conta ativa,por conta,2019-07-08,53.0,Real,A cada 30 dias,7237373
2757,21,403,Manutenção de conta inativa,por conta,2019-07-08,23.0,Real,A cada 180 dias,7237373
